symbol	ensembl_gene_id	name	hgnc_id
ADGRG5	ENSG00000159618.16	adhesion G protein-coupled receptor G5	HGNC:19010
ADGRG6	ENSG00000112414.15	adhesion G protein-coupled receptor G6	HGNC:13841
ADGRG7	ENSG00000144820.8	adhesion G protein-coupled receptor G7	HGNC:19241
ADGRL1	ENSG00000072071.17	adhesion G protein-coupled receptor L1	HGNC:20973
ADGRL2	ENSG00000117114.21	adhesion G protein-coupled receptor L2	HGNC:18582
ADGRL3	ENSG00000150471.17	adhesion G protein-coupled receptor L3	HGNC:20974
ADGRL4	ENSG00000162618.15	adhesion G protein-coupled receptor L4	HGNC:20822
ADGRV1	ENSG00000164199.18	adhesion G protein-coupled receptor V1	HGNC:17416
ADH1A	ENSG00000187758.8	alcohol dehydrogenase 1A (class I), alpha polypeptide	HGNC:249
ADH1B	ENSG00000196616.14	alcohol dehydrogenase 1B (class I), beta polypeptide	HGNC:250
ADH1C	ENSG00000248144.6	alcohol dehydrogenase 1C (class I), gamma polypeptide	HGNC:251
ADH4	ENSG00000198099.10	alcohol dehydrogenase 4 (class II), pi polypeptide	HGNC:252
ADH5	ENSG00000197894.12	alcohol dehydrogenase 5 (class III), chi polypeptide	HGNC:253
ADH6	ENSG00000172955.17	alcohol dehydrogenase 6 (class V)	HGNC:255
ADH7	ENSG00000196344.12	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide	HGNC:256
ADHFE1	ENSG00000147576.17	alcohol dehydrogenase iron containing 1	HGNC:16354
ADI1	ENSG00000182551.14	acireductone dioxygenase 1	HGNC:30576
ADIG	ENSG00000182035.13	adipogenin	HGNC:28606
ADIPOQ	ENSG00000181092.10	adiponectin, C1Q and collagen domain containing	HGNC:13633
ADIPOR1	ENSG00000159346.13	adiponectin receptor 1	HGNC:24040
ADIPOR2	ENSG00000006831.10	adiponectin receptor 2	HGNC:24041
ADIRF	ENSG00000148671.14	adipogenesis regulatory factor	HGNC:24043
ADK	ENSG00000156110.15	adenosine kinase	HGNC:257
ADM	ENSG00000148926.10	adrenomedullin	HGNC:259
ADM2	ENSG00000128165.9	adrenomedullin 2	HGNC:28898
ADM5	ENSG00000224420.4	adrenomedullin 5 (putative)	HGNC:27293
ADNP	ENSG00000101126.18	activity dependent neuroprotector homeobox	HGNC:15766
ADNP2	ENSG00000101544.9	ADNP homeobox 2	HGNC:23803
ADO	ENSG00000181915.5	2-aminoethanethiol dioxygenase	HGNC:23506
ADORA1	ENSG00000163485.17	adenosine A1 receptor	HGNC:262
ADORA2A	ENSG00000128271.22	adenosine A2a receptor	HGNC:263
ADORA2B	ENSG00000170425.4	adenosine A2b receptor	HGNC:264
ADORA3	ENSG00000282608.2	adenosine A3 receptor	HGNC:268
ADPGK	ENSG00000159322.18	ADP dependent glucokinase	HGNC:25250
ADPRH	ENSG00000144843.12	ADP-ribosylarginine hydrolase	HGNC:269
ADPRHL1	ENSG00000153531.15	ADP-ribosylhydrolase like 1	HGNC:21303
ADPRM	ENSG00000170222.12	ADP-ribose/CDP-alcohol diphosphatase, manganese dependent	HGNC:30925
ADPRS	ENSG00000116863.11	ADP-ribosylserine hydrolase	HGNC:21304
ADRA1A	ENSG00000120907.18	adrenoceptor alpha 1A	HGNC:277
ADRA1B	ENSG00000170214.5	adrenoceptor alpha 1B	HGNC:278
ADRA1D	ENSG00000171873.8	adrenoceptor alpha 1D	HGNC:280
ADRA2A	ENSG00000150594.7	adrenoceptor alpha 2A	HGNC:281
ADRA2B	ENSG00000274286.2	adrenoceptor alpha 2B	HGNC:282
ADRA2C	ENSG00000184160.8	adrenoceptor alpha 2C	HGNC:283
ADRB1	ENSG00000043591.6	adrenoceptor beta 1	HGNC:285
ADRB2	ENSG00000169252.6	adrenoceptor beta 2	HGNC:286
ADRB3	ENSG00000188778.6	adrenoceptor beta 3	HGNC:288
ADRM1	ENSG00000130706.13	ADRM1 26S proteasome ubiquitin receptor	HGNC:15759
ADSL	ENSG00000239900.14	adenylosuccinate lyase	HGNC:291
ADSS1	ENSG00000185100.11	adenylosuccinate synthase 1	HGNC:20093
ADSS2	ENSG00000035687.10	adenylosuccinate synthase 2	HGNC:292
ADTRP	ENSG00000111863.13	androgen dependent TFPI regulating protein	HGNC:21214
AEBP1	ENSG00000106624.11	AE binding protein 1	HGNC:303
AEBP2	ENSG00000139154.16	AE binding protein 2	HGNC:24051
AEN	ENSG00000181026.15	apoptosis enhancing nuclease	HGNC:25722
AFAP1	ENSG00000196526.11	actin filament associated protein 1	HGNC:24017
AFAP1L1	ENSG00000157510.14	actin filament associated protein 1 like 1	HGNC:26714
AFAP1L2	ENSG00000169129.15	actin filament associated protein 1 like 2	HGNC:25901
AFDN	ENSG00000130396.21	afadin, adherens junction formation factor	HGNC:7137
AFF1	ENSG00000172493.23	AF4/FMR2 family member 1	HGNC:7135
AFF2	ENSG00000155966.14	AF4/FMR2 family member 2	HGNC:3776
AFF3	ENSG00000144218.21	AF4/FMR2 family member 3	HGNC:6473
AFF4	ENSG00000072364.13	AF4/FMR2 family member 4	HGNC:17869
AFG1L	ENSG00000135537.17	AFG1 like ATPase	HGNC:16411
AFG3L2	ENSG00000141385.12	AFG3 like matrix AAA peptidase subunit 2	HGNC:315
AFM	ENSG00000079557.5	afamin	HGNC:316
AFMID	ENSG00000183077.16	arylformamidase	HGNC:20910
AFP	ENSG00000081051.8	alpha fetoprotein	HGNC:317
AFTPH	ENSG00000119844.16	aftiphilin	HGNC:25951
AGA	ENSG00000038002.9	aspartylglucosaminidase	HGNC:318
AGAP1	ENSG00000157985.19	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	HGNC:16922
AGAP2	ENSG00000135439.12	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2	HGNC:16921
AGAP3	ENSG00000133612.19	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3	HGNC:16923
AGAP4	ENSG00000188234.15	ArfGAP with GTPase domain, ankyrin repeat and PH domain 4	HGNC:23459
AGAP5	ENSG00000172650.15	ArfGAP with GTPase domain, ankyrin repeat and PH domain 5	HGNC:23467
AGAP6	ENSG00000204149.15	ArfGAP with GTPase domain, ankyrin repeat and PH domain 6	HGNC:23466
AGAP9	ENSG00000204172.12	ArfGAP with GTPase domain, ankyrin repeat and PH domain 9	HGNC:23463
AGBL1	ENSG00000273540.5	AGBL carboxypeptidase 1	HGNC:26504
AGBL2	ENSG00000165923.17	AGBL carboxypeptidase 2	HGNC:26296
AGBL3	ENSG00000146856.14	AGBL carboxypeptidase 3	HGNC:27981
AGBL4	ENSG00000186094.18	AGBL carboxypeptidase 4	HGNC:25892
AGBL5	ENSG00000084693.16	AGBL carboxypeptidase 5	HGNC:26147
AGER	ENSG00000204305.16	advanced glycosylation end-product specific receptor	HGNC:320
AGFG1	ENSG00000173744.18	ArfGAP with FG repeats 1	HGNC:5175
AGFG2	ENSG00000106351.13	ArfGAP with FG repeats 2	HGNC:5177
AGGF1	ENSG00000164252.13	angiogenic factor with G-patch and FHA domains 1	HGNC:24684
AGK	ENSG00000006530.18	acylglycerol kinase	HGNC:21869
AGL	ENSG00000162688.17	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase	HGNC:321
AGMAT	ENSG00000116771.6	agmatinase	HGNC:18407
AGMO	ENSG00000187546.14	alkylglycerol monooxygenase	HGNC:33784
AGO1	ENSG00000092847.13	argonaute RISC component 1	HGNC:3262
AGO2	ENSG00000123908.12	argonaute RISC catalytic component 2	HGNC:3263
AGO3	ENSG00000126070.20	argonaute RISC catalytic component 3	HGNC:18421
AGO4	ENSG00000134698.11	argonaute RISC component 4	HGNC:18424
AGPAT1	ENSG00000204310.13	1-acylglycerol-3-phosphate O-acyltransferase 1	HGNC:324
AGPAT2	ENSG00000169692.13	1-acylglycerol-3-phosphate O-acyltransferase 2	HGNC:325
AGPAT3	ENSG00000160216.21	1-acylglycerol-3-phosphate O-acyltransferase 3	HGNC:326
AGPAT4	ENSG00000026652.15	1-acylglycerol-3-phosphate O-acyltransferase 4	HGNC:20885
AGPAT5	ENSG00000155189.12	1-acylglycerol-3-phosphate O-acyltransferase 5	HGNC:20886
AGPS	ENSG00000018510.18	alkylglycerone phosphate synthase	HGNC:327
AGR2	ENSG00000106541.12	anterior gradient 2, protein disulphide isomerase family member	HGNC:328
AGR3	ENSG00000173467.9	anterior gradient 3, protein disulphide isomerase family member	HGNC:24167
AGRN	ENSG00000188157.15	agrin	HGNC:329
AGRP	ENSG00000159723.5	agouti related neuropeptide	HGNC:330
AGT	ENSG00000135744.9	angiotensinogen	HGNC:333
AGTPBP1	ENSG00000135049.16	ATP/GTP binding carboxypeptidase 1	HGNC:17258
AGTR1	ENSG00000144891.19	angiotensin II receptor type 1	HGNC:336
AGTR2	ENSG00000180772.8	angiotensin II receptor type 2	HGNC:338
AGTRAP	ENSG00000177674.16	angiotensin II receptor associated protein	HGNC:13539
AGXT	ENSG00000172482.5	alanine--glyoxylate and serine--pyruvate aminotransferase	HGNC:341
AGXT2	ENSG00000113492.14	alanine--glyoxylate aminotransferase 2	HGNC:14412
AHCTF1	ENSG00000153207.16	AT-hook containing transcription factor 1	HGNC:24618
AHCY	ENSG00000101444.13	adenosylhomocysteinase	HGNC:343
AHCYL1	ENSG00000168710.18	adenosylhomocysteinase like 1	HGNC:344
AHCYL2	ENSG00000158467.17	adenosylhomocysteinase like 2	HGNC:22204
AHDC1	ENSG00000126705.15	AT-hook DNA binding motif containing 1	HGNC:25230
AHI1	ENSG00000135541.22	Abelson helper integration site 1	HGNC:21575
AHNAK	ENSG00000124942.14	AHNAK nucleoprotein	HGNC:347
AHNAK2	ENSG00000185567.7	AHNAK nucleoprotein 2	HGNC:20125
AHR	ENSG00000106546.14	aryl hydrocarbon receptor	HGNC:348
AHRR	ENSG00000063438.20	aryl-hydrocarbon receptor repressor	HGNC:346
AHSA1	ENSG00000100591.8	activator of HSP90 ATPase activity 1	HGNC:1189
AHSG	ENSG00000145192.13	alpha 2-HS glycoprotein	HGNC:349
AHSP	ENSG00000169877.10	alpha hemoglobin stabilizing protein	HGNC:18075
AICDA	ENSG00000111732.11	activation induced cytidine deaminase	HGNC:13203
AIDA	ENSG00000186063.13	axin interactor, dorsalization associated	HGNC:25761
AIF1	ENSG00000204472.13	allograft inflammatory factor 1	HGNC:352
AIF1L	ENSG00000126878.13	allograft inflammatory factor 1 like	HGNC:28904
AIFM1	ENSG00000156709.15	apoptosis inducing factor mitochondria associated 1	HGNC:8768
AIFM2	ENSG00000042286.15	apoptosis inducing factor mitochondria associated 2	HGNC:21411
AIFM3	ENSG00000183773.16	apoptosis inducing factor mitochondria associated 3	HGNC:26398
AIG1	ENSG00000146416.19	androgen induced 1	HGNC:21607
AIM2	ENSG00000163568.15	absent in melanoma 2	HGNC:357
AIMP1	ENSG00000164022.18	aminoacyl tRNA synthetase complex interacting multifunctional protein 1	HGNC:10648
AIMP2	ENSG00000106305.10	aminoacyl tRNA synthetase complex interacting multifunctional protein 2	HGNC:20609
AIP	ENSG00000110711.11	aryl hydrocarbon receptor interacting protein	HGNC:358
AIPL1	ENSG00000129221.16	aryl hydrocarbon receptor interacting protein like 1	HGNC:359
AIRE	ENSG00000160224.17	autoimmune regulator	HGNC:360
AJAP1	ENSG00000196581.11	adherens junctions associated protein 1	HGNC:30801
AJM1	ENSG00000232434.3	apical junction component 1 homolog	HGNC:37284
AJUBA	ENSG00000129474.16	ajuba LIM protein	HGNC:20250
AK1	ENSG00000106992.19	adenylate kinase 1	HGNC:361
AK2	ENSG00000004455.17	adenylate kinase 2	HGNC:362
AK3	ENSG00000147853.17	adenylate kinase 3	HGNC:17376
AK4	ENSG00000162433.15	adenylate kinase 4	HGNC:363
AK4P3	ENSG00000233381.4	adenylate kinase 4 pseudogene 3	HGNC:21596
AK5	ENSG00000154027.19	adenylate kinase 5	HGNC:365
AK6	ENSG00000085231.14	adenylate kinase 6	HGNC:49151
AK7	ENSG00000140057.9	adenylate kinase 7	HGNC:20091
AK8	ENSG00000165695.10	adenylate kinase 8	HGNC:26526
AK9	ENSG00000155085.16	adenylate kinase 9	HGNC:33814
AKAIN1	ENSG00000231824.4	A-kinase anchor inhibitor 1	HGNC:28285
AKAP1	ENSG00000121057.13	A-kinase anchoring protein 1	HGNC:367
AKAP10	ENSG00000108599.15	A-kinase anchoring protein 10	HGNC:368
AKAP11	ENSG00000023516.9	A-kinase anchoring protein 11	HGNC:369
AKAP12	ENSG00000131016.17	A-kinase anchoring protein 12	HGNC:370
AKAP13	ENSG00000170776.22	A-kinase anchoring protein 13	HGNC:371
AKAP14	ENSG00000186471.13	A-kinase anchoring protein 14	HGNC:24061
AKAP17A	ENSG00000197976.12	A-kinase anchoring protein 17A	HGNC:18783
AKAP3	ENSG00000111254.8	A-kinase anchoring protein 3	HGNC:373
AKAP4	ENSG00000147081.15	A-kinase anchoring protein 4	HGNC:374
AKAP5	ENSG00000179841.8	A-kinase anchoring protein 5	HGNC:375
AKAP6	ENSG00000151320.11	A-kinase anchoring protein 6	HGNC:376
AKAP7	ENSG00000118507.18	A-kinase anchoring protein 7	HGNC:377
AKAP8	ENSG00000105127.10	A-kinase anchoring protein 8	HGNC:378
AKAP8L	ENSG00000011243.19	A-kinase anchoring protein 8 like	HGNC:29857
AKAP9	ENSG00000127914.19	A-kinase anchoring protein 9	HGNC:379
AKIP1	ENSG00000166452.12	A-kinase interacting protein 1	HGNC:1170
AKIRIN1	ENSG00000174574.16	akirin 1	HGNC:25744
AKIRIN2	ENSG00000135334.9	akirin 2	HGNC:21407
AKNA	ENSG00000106948.17	AT-hook transcription factor	HGNC:24108
AKNAD1	ENSG00000162641.20	AKNA domain containing 1	HGNC:28398
AKR1A1	ENSG00000117448.14	aldo-keto reductase family 1 member A1	HGNC:380
AKR1B1	ENSG00000085662.14	aldo-keto reductase family 1 member B	HGNC:381
AKR1B10	ENSG00000198074.10	aldo-keto reductase family 1 member B10	HGNC:382
AKR1B15	ENSG00000227471.9	aldo-keto reductase family 1 member B15	HGNC:37281
AKR1C1	ENSG00000187134.14	aldo-keto reductase family 1 member C1	HGNC:384
AKR1C2	ENSG00000151632.18	aldo-keto reductase family 1 member C2	HGNC:385
AKR1C3	ENSG00000196139.14	aldo-keto reductase family 1 member C3	HGNC:386
AKR1C4	ENSG00000198610.11	aldo-keto reductase family 1 member C4	HGNC:387
AKR1C8P	ENSG00000264006.8	aldo-keto reductase family 1 member C8, pseudogene	HGNC:23469
AKR1D1	ENSG00000122787.15	aldo-keto reductase family 1 member D1	HGNC:388
AKR1E2	ENSG00000165568.18	aldo-keto reductase family 1 member E2	HGNC:23437
AKR7A2	ENSG00000053371.13	aldo-keto reductase family 7 member A2	HGNC:389
AKR7A3	ENSG00000162482.5	aldo-keto reductase family 7 member A3	HGNC:390
AKT1	ENSG00000142208.18	AKT serine/threonine kinase 1	HGNC:391
AKT1S1	ENSG00000204673.11	AKT1 substrate 1	HGNC:28426
AKT2	ENSG00000105221.18	AKT serine/threonine kinase 2	HGNC:392
AKT3	ENSG00000117020.19	AKT serine/threonine kinase 3	HGNC:393
AKTIP	ENSG00000166971.17	AKT interacting protein	HGNC:16710
ALAD	ENSG00000148218.16	aminolevulinate dehydratase	HGNC:395
ALAS1	ENSG00000023330.15	5'-aminolevulinate synthase 1	HGNC:396
ALAS2	ENSG00000158578.21	5'-aminolevulinate synthase 2	HGNC:397
ALB	ENSG00000163631.17	albumin	HGNC:399
ALCAM	ENSG00000170017.12	activated leukocyte cell adhesion molecule	HGNC:400
ALDH16A1	ENSG00000161618.10	aldehyde dehydrogenase 16 family member A1	HGNC:28114
ALDH18A1	ENSG00000059573.9	aldehyde dehydrogenase 18 family member A1	HGNC:9722
ALDH1A1	ENSG00000165092.13	aldehyde dehydrogenase 1 family member A1	HGNC:402
ALDH1A2	ENSG00000128918.15	aldehyde dehydrogenase 1 family member A2	HGNC:15472
ALDH1A3	ENSG00000184254.17	aldehyde dehydrogenase 1 family member A3	HGNC:409
ALDH1B1	ENSG00000137124.8	aldehyde dehydrogenase 1 family member B1	HGNC:407
ALDH1L1	ENSG00000144908.14	aldehyde dehydrogenase 1 family member L1	HGNC:3978
ALDH1L2	ENSG00000136010.14	aldehyde dehydrogenase 1 family member L2	HGNC:26777
ALDH2	ENSG00000111275.13	aldehyde dehydrogenase 2 family member	HGNC:404
ALDH3A1	ENSG00000108602.18	aldehyde dehydrogenase 3 family member A1	HGNC:405
ALDH3A2	ENSG00000072210.19	aldehyde dehydrogenase 3 family member A2	HGNC:403
ALDH3B1	ENSG00000006534.17	aldehyde dehydrogenase 3 family member B1	HGNC:410
ALDH3B2	ENSG00000132746.15	aldehyde dehydrogenase 3 family member B2	HGNC:411
ALDH4A1	ENSG00000159423.17	aldehyde dehydrogenase 4 family member A1	HGNC:406
ALDH5A1	ENSG00000112294.14	aldehyde dehydrogenase 5 family member A1	HGNC:408
ALDH6A1	ENSG00000119711.13	aldehyde dehydrogenase 6 family member A1	HGNC:7179
ALDH7A1	ENSG00000164904.18	aldehyde dehydrogenase 7 family member A1	HGNC:877
ALDH8A1	ENSG00000118514.14	aldehyde dehydrogenase 8 family member A1	HGNC:15471
ALDH9A1	ENSG00000143149.13	aldehyde dehydrogenase 9 family member A1	HGNC:412
ALDOA	ENSG00000149925.22	aldolase, fructose-bisphosphate A	HGNC:414
ALDOB	ENSG00000136872.21	aldolase, fructose-bisphosphate B	HGNC:417
ALDOC	ENSG00000109107.14	aldolase, fructose-bisphosphate C	HGNC:418
ALG1	ENSG00000033011.14	ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase	HGNC:18294
ALG10	ENSG00000139133.7	ALG10 alpha-1,2-glucosyltransferase	HGNC:23162
ALG10B	ENSG00000175548.9	ALG10 alpha-1,2-glucosyltransferase B	HGNC:31088
ALG11	ENSG00000253710.5	ALG11 alpha-1,2-mannosyltransferase	HGNC:32456
ALG12	ENSG00000182858.14	ALG12 alpha-1,6-mannosyltransferase	HGNC:19358
ALG13	ENSG00000101901.12	ALG13 UDP-N-acetylglucosaminyltransferase subunit	HGNC:30881
ALG14	ENSG00000172339.10	ALG14 UDP-N-acetylglucosaminyltransferase subunit	HGNC:28287
ALG1L2	ENSG00000251287.8	ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase like 2	HGNC:37258
ALG2	ENSG00000119523.10	ALG2 alpha-1,3/1,6-mannosyltransferase	HGNC:23159
ALG3	ENSG00000214160.10	ALG3 alpha-1,3- mannosyltransferase	HGNC:23056
ALG5	ENSG00000120697.10	ALG5 dolichyl-phosphate beta-glucosyltransferase	HGNC:20266
ALG6	ENSG00000088035.18	ALG6 alpha-1,3-glucosyltransferase	HGNC:23157
ALG8	ENSG00000159063.14	ALG8 alpha-1,3-glucosyltransferase	HGNC:23161
ALG9	ENSG00000086848.15	ALG9 alpha-1,2-mannosyltransferase	HGNC:15672
ALK	ENSG00000171094.18	ALK receptor tyrosine kinase	HGNC:427
ALKAL1	ENSG00000196711.9	ALK and LTK ligand 1	HGNC:33775
ALKAL2	ENSG00000189292.16	ALK and LTK ligand 2	HGNC:27683
ALKBH1	ENSG00000100601.10	alkB homolog 1, histone H2A dioxygenase	HGNC:17911
ALKBH2	ENSG00000189046.11	alkB homolog 2, alpha-ketoglutarate dependent dioxygenase	HGNC:32487
ALKBH3	ENSG00000166199.13	alkB homolog 3, alpha-ketoglutarate dependent dioxygenase	HGNC:30141
ALKBH4	ENSG00000160993.4	alkB homolog 4, lysine demethylase	HGNC:21900
ALKBH5	ENSG00000091542.9	alkB homolog 5, RNA demethylase	HGNC:25996
ALKBH6	ENSG00000239382.11	alkB homolog 6	HGNC:28243
ALKBH7	ENSG00000125652.8	alkB homolog 7	HGNC:21306
ALKBH8	ENSG00000137760.15	alkB homolog 8, tRNA methyltransferase	HGNC:25189
ALLC	ENSG00000151360.10	allantoicase	HGNC:17377
ALMS1	ENSG00000116127.20	ALMS1 centrosome and basal body associated protein	HGNC:428
ALOX12	ENSG00000108839.12	arachidonate 12-lipoxygenase, 12S type	HGNC:429
ALOX12B	ENSG00000179477.11	arachidonate 12-lipoxygenase, 12R type	HGNC:430
ALOX15	ENSG00000161905.13	arachidonate 15-lipoxygenase	HGNC:433
ALOX15B	ENSG00000179593.16	arachidonate 15-lipoxygenase type B	HGNC:434
ALOX5	ENSG00000012779.12	arachidonate 5-lipoxygenase	HGNC:435
ALOX5AP	ENSG00000132965.10	arachidonate 5-lipoxygenase activating protein	HGNC:436
ALOXE3	ENSG00000179148.10	arachidonate lipoxygenase 3	HGNC:13743
ALPG	ENSG00000163286.9	alkaline phosphatase, germ cell	HGNC:441
ALPI	ENSG00000163295.5	alkaline phosphatase, intestinal	HGNC:437
ALPK1	ENSG00000073331.18	alpha kinase 1	HGNC:20917
ALPK2	ENSG00000198796.7	alpha kinase 2	HGNC:20565
ALPK3	ENSG00000136383.7	alpha kinase 3	HGNC:17574
ALPL	ENSG00000162551.14	alkaline phosphatase, biomineralization associated	HGNC:438
ALPP	ENSG00000163283.7	alkaline phosphatase, placental	HGNC:439
ALS2	ENSG00000003393.16	alsin Rho guanine nucleotide exchange factor ALS2	HGNC:443
ALS2CL	ENSG00000178038.17	ALS2 C-terminal like	HGNC:20605
ALX1	ENSG00000180318.4	ALX homeobox 1	HGNC:1494
ALX3	ENSG00000156150.9	ALX homeobox 3	HGNC:449
ALX4	ENSG00000052850.8	ALX homeobox 4	HGNC:450
ALYREF	ENSG00000183684.8	Aly/REF export factor	HGNC:19071
AMACR	ENSG00000242110.8	alpha-methylacyl-CoA racemase	HGNC:451
AMBN	ENSG00000178522.15	ameloblastin	HGNC:452
AMBP	ENSG00000106927.12	alpha-1-microglobulin/bikunin precursor	HGNC:453
AMBRA1	ENSG00000110497.15	autophagy and beclin 1 regulator 1	HGNC:25990
AMD1	ENSG00000123505.19	adenosylmethionine decarboxylase 1	HGNC:457
AMDHD1	ENSG00000139344.8	amidohydrolase domain containing 1	HGNC:28577
AMDHD2	ENSG00000162066.16	amidohydrolase domain containing 2	HGNC:24262
AMELX	ENSG00000125363.14	amelogenin X-linked	HGNC:461
AMELY	ENSG00000099721.16	amelogenin Y-linked	HGNC:462
AMER1	ENSG00000184675.11	APC membrane recruitment protein 1	HGNC:26837
AMER2	ENSG00000165566.13	APC membrane recruitment protein 2	HGNC:26360
AMER3	ENSG00000178171.11	APC membrane recruitment protein 3	HGNC:26771
AMFR	ENSG00000159461.15	autocrine motility factor receptor	HGNC:463
AMH	ENSG00000104899.8	anti-Mullerian hormone	HGNC:464
AMHR2	ENSG00000135409.11	anti-Mullerian hormone receptor type 2	HGNC:465
AMIGO1	ENSG00000181754.7	adhesion molecule with Ig like domain 1	HGNC:20824
AMIGO2	ENSG00000139211.7	adhesion molecule with Ig like domain 2	HGNC:24073
AMIGO3	ENSG00000176020.9	adhesion molecule with Ig like domain 3	HGNC:24075
AMMECR1	ENSG00000101935.12	AMMECR nuclear protein 1	HGNC:467
AMMECR1L	ENSG00000144233.11	AMMECR1 like	HGNC:28658
AMN	ENSG00000166126.11	amnion associated transmembrane protein	HGNC:14604
AMN1	ENSG00000151743.11	antagonist of mitotic exit network 1 homolog	HGNC:27281
AMOT	ENSG00000126016.17	angiomotin	HGNC:17810
AMOTL1	ENSG00000166025.18	angiomotin like 1	HGNC:17811
AMOTL2	ENSG00000114019.15	angiomotin like 2	HGNC:17812
AMPD1	ENSG00000116748.22	adenosine monophosphate deaminase 1	HGNC:468
AMPD2	ENSG00000116337.20	adenosine monophosphate deaminase 2	HGNC:469
AMPD3	ENSG00000133805.16	adenosine monophosphate deaminase 3	HGNC:470
AMPH	ENSG00000078053.17	amphiphysin	HGNC:471
AMT	ENSG00000145020.16	aminomethyltransferase	HGNC:473
AMTN	ENSG00000187689.10	amelotin	HGNC:33188
AMY1A	ENSG00000237763.10	amylase alpha 1A	HGNC:474
AMY1B	ENSG00000174876.17	amylase alpha 1B	HGNC:475
AMY1C	ENSG00000187733.7	amylase alpha 1C	HGNC:476
AMY2A	ENSG00000243480.8	amylase alpha 2A	HGNC:477
AMY2B	ENSG00000240038.7	amylase alpha 2B	HGNC:478
AMZ1	ENSG00000174945.14	archaelysin family metallopeptidase 1	HGNC:22231
AMZ2	ENSG00000196704.14	archaelysin family metallopeptidase 2	HGNC:28041
ANAPC1	ENSG00000153107.13	anaphase promoting complex subunit 1	HGNC:19988
ANAPC10	ENSG00000164162.14	anaphase promoting complex subunit 10	HGNC:24077
ANAPC11	ENSG00000141552.18	anaphase promoting complex subunit 11	HGNC:14452
ANAPC13	ENSG00000129055.13	anaphase promoting complex subunit 13	HGNC:24540
ANAPC15	ENSG00000110200.9	anaphase promoting complex subunit 15	HGNC:24531
ANAPC16	ENSG00000166295.9	anaphase promoting complex subunit 16	HGNC:26976
