row	symbol	prevSymbols	synonyms	name	refSeqName	hgnc_id
259	ERCC8	CKN1	CSA	ERCC excision repair 8, CSA ubiquitin ligase complex subunit	ERCC8	HGNC:3439
260	FANCG	XRCC9	FAG	Fanconi anemia complementation group G	FANCG	HGNC:3588
261	EIF4EBP1	NA	PHAS-I,4E-BP1	eukaryotic translation initiation factor 4E binding protein 1	EIF4EBP1	HGNC:3288
262	LRGUK	NA	FLJ32786,CFAP246	leucine rich repeats and guanylate kinase domain containing	LRGUK	HGNC:21964
263	ST13	NA	SNC6,HSPABP1,HIP,P48,FAM10A1	ST13, Hsp70 interacting protein	ST13	HGNC:11343
264	SAV1	NA	WW45,WWP4,SALVADOR	salvador family WW domain containing protein 1	SAV1	HGNC:17795
265	PTK7	NA	CCK4	protein tyrosine kinase 7 (inactive)	PTK7	HGNC:9618
266	TFG	NA	TF6,FLJ36137,SPG57	TRK-fused gene	TFG	HGNC:11758
267	CASP1	IL1BC	ICE	caspase 1	CASP1	HGNC:1499
268	PKIG	NA	NA	cAMP-dependent protein kinase inhibitor gamma	PKIG	HGNC:9019
269	RSF1	HBXAP	XAP8,RSF-1,P325	remodeling and spacing factor 1	RSF1	HGNC:18118
270	TNFSF18	NA	AITRL,TL6,HGITRL	TNF superfamily member 18	TNFSF18	HGNC:11932
271	WDR82	TMEM113	PRO2730,MST107,MSTP107,PRO34047,WDR82A,SWD2	WD repeat domain 82	WDR82	HGNC:28826
272	ADAM23	NA	MDC3	ADAM metallopeptidase domain 23	ADAM23	HGNC:202
273	ETV4	NA	E1A-F,E1AF,PEA3	ETS variant 4	ETV4	HGNC:3493
274	TNFRSF1A	TNFR1	TNF-R,TNFAR,TNFR60,TNF-R-I,CD120A,TNF-R55	TNF receptor superfamily member 1A	TNFRSF1A	HGNC:11916
275	ATF2	CREB2	TREB7,CRE-BP1,HB16	activating transcription factor 2	ATF2	HGNC:784
276	SSPN	KRAG	SPN1,SPN2	sarcospan	SSPN	HGNC:11322
277	EIF4A2	EIF4F	DDX2B,EIF4A,BM-010	eukaryotic translation initiation factor 4A2	EIF4A2	HGNC:3284
278	NFKB2	NA	LYT-10,P52,P105,NF-KB2,P49/P100	nuclear factor kappa B subunit 2	NFKB2	HGNC:7795
279	BCL2L12	NA	NA	BCL2 like 12	BCL2L12	HGNC:13787
280	DMTF1	NA	DMP1,DMTF,HDMP1,MRUL	cyclin D binding myb like transcription factor 1	DMTF1	HGNC:14603
281	HYAL2	NA	LUCA-2,LUCA2	hyaluronoglucosaminidase 2	HYAL2	HGNC:5321
282	ETV1	NA	ER81	ETS variant 1	ETV1	HGNC:3490
283	RAD52	NA	NA	RAD52 homolog, DNA repair protein	RAD52	HGNC:9824
284	CAV1	CAV	NA	caveolin 1	CAV1	HGNC:1527
285	CYP2W1	NA	FLJ20359,MGC34287	cytochrome P450 family 2 subfamily W member 1	CYP2W1	HGNC:20243
286	CDK18	PCTK3	PCTAIRE3	cyclin dependent kinase 18	CDK18	HGNC:8751
287	JAG1	AGS,JAGL1	AHD,AWS,HJ1,CD339	jagged 1	JAG1	HGNC:6188
288	EPB41L3	NA	DAL1,KIAA0987,4.1B	erythrocyte membrane protein band 4.1 like 3	EPB41L3	HGNC:3380
289	TMPRSS2	NA	PRSS10	transmembrane serine protease 2	TMPRSS2	HGNC:11876
290	CELA1	ELA1	NA	chymotrypsin like elastase family member 1	CELA1	HGNC:3308
291	COL1A2	OI4	NA	collagen type I alpha 2 chain	COL1A2	HGNC:2198
292	CREB1	NA	NA	cAMP responsive element binding protein 1	CREB1	HGNC:2345
293	CDC25A	NA	NA	cell division cycle 25A	CDC25A	HGNC:1725
294	SPTAN1	NA	NA	spectrin alpha, non-erythrocytic 1	SPTAN1	HGNC:11273
295	LPAR1	EDG2	EDG-2,REC.1.3,VZG-1,GPCR26,MREC1.3,LPA1,GPR26	lysophosphatidic acid receptor 1	LPAR1	HGNC:3166
296	HDAC2	NA	RPD3,YAF1	histone deacetylase 2	HDAC2	HGNC:4853
297	IL6	IFNB2	IL-6,BSF2,HGF,HSF	interleukin 6	IL6	HGNC:6018
298	ACKR3	CMKOR1,CXCR7	RDC1,GPR159	atypical chemokine receptor 3	ACKR3	HGNC:23692
299	BIRC2	API1	CIAP1,HIAP-2,MIHB,RNF48,C-IAP1	baculoviral IAP repeat containing 2	BIRC2	HGNC:590
300	POU4F1	BRN3A	RDC-1	POU class 4 homeobox 1	POU4F1	HGNC:9218
301	PMS2	PMSL2	H_DJ0042M02.9,HNPCC4,MLH4	PMS1 homolog 2, mismatch repair system component	PMS2	HGNC:9122
302	AMER1	FAM123B	RP11-403E24.2,FLJ39827,WTX	APC membrane recruitment protein 1	AMER1	HGNC:26837
303	HMGN2P46	C15ORF21	FLJ39426,D-PCA-2	high mobility group nucleosomal binding domain 2 pseudogene 46	HMGN2P46	HGNC:26817
304	KLK2	NA	NA	kallikrein related peptidase 2	KLK2	HGNC:6363
305	MYH11	NA	SMMHC,SMHC	myosin heavy chain 11	MYH11	HGNC:7569
306	CD52	CDW52	HE5,EDDM5	CD52 molecule	CD52	HGNC:1804
307	SCN3B	NA	HSA243396	sodium voltage-gated channel beta subunit 3	SCN3B	HGNC:20665
308	POU2F2	OTF2	OCT2	POU class 2 homeobox 2	POU2F2	HGNC:9213
309	RPL26	NA	L26	ribosomal protein L26	RPL26	HGNC:10327
310	ELK4	NA	SAP1	ELK4, ETS transcription factor	ELK4	HGNC:3326
311	SCAF1	NA	SR-A1,FLJ00034	SR-related CTD associated factor 1	SCAF1	HGNC:30403
312	SLC5A5	NA	NIS	solute carrier family 5 member 5	SLC5A5	HGNC:11040
313	BACH2	NA	BTBD25	BTB domain and CNC homolog 2	BACH2	HGNC:14078
314	SSBP4	NA	NA	single stranded DNA binding protein 4	SSBP4	HGNC:15676
315	DLST	DLTS	NA	dihydrolipoamide S-succinyltransferase	DLST	HGNC:2911
316	FSCN1	SNL	P55,FLJ38511	fascin actin-bundling protein 1	FSCN1	HGNC:11148
317	FLNB	FLN1L,LRS1	TAP,TABP,ABP-278,FH1	filamin B	FLNB	HGNC:3755
318	MAP2	NA	MAP2A,MAP2B,MAP2C	microtubule associated protein 2	MAP2	HGNC:6839
319	TSPAN8	TM4SF3	CO-029	tetraspanin 8	TSPAN8	HGNC:11855
320	NCKIPSD	NA	AF3P21,SPIN90,ORF1,WISH,WASLBP,DIP1	NCK interacting protein with SH3 domain	NCKIPSD	HGNC:15486
321	RARG	NA	RARC,NR1B3	retinoic acid receptor gamma	RARG	HGNC:9866
322	SPAM1	NA	HYAL5,PH-20,SPAG15	sperm adhesion molecule 1	SPAM1	HGNC:11217
323	BCL6	ZNF51	ZBTB27,LAZ3,BCL5,BCL6A	B cell CLL/lymphoma 6	BCL6	HGNC:1001
324	GSTM1	GST1	MU,H-B	glutathione S-transferase mu 1	GSTM1	HGNC:4632
325	AXIN2	NA	MGC126582,DKFZP781B0869	axin 2	AXIN2	HGNC:904
326	RHBG	NA	SLC42A2	Rh family B glycoprotein (gene/pseudogene)	RHBG	HGNC:14572
327	ITGA11	NA	HST18964	integrin subunit alpha 11	ITGA11	HGNC:6136
328	CARS	NA	CARS1	cysteinyl-tRNA synthetase	CARS	HGNC:1493
329	TRIAP1	NA	P53CSV,WF-1,HSPC132,MDM35	TP53 regulated inhibitor of apoptosis 1	TRIAP1	HGNC:26937
330	THBS1	NA	TSP1,THBS,TSP,THBS-1,TSP-1	thrombospondin 1	THBS1	HGNC:11785
331	DBN1	D0S117E	NA	drebrin 1	DBN1	HGNC:2695
332	ARHGAP26	NA	GRAF,KIAA0621,OPHN1L,OPHN1L1	Rho GTPase activating protein 26	ARHGAP26	HGNC:17073
333	SORBS2	NA	ARGBP2,KIAA0777	sorbin and SH3 domain containing 2	SORBS2	HGNC:24098
334	SDHAF2	PGL2,C11ORF79	FLJ20487,SDH5	succinate dehydrogenase complex assembly factor 2	SDHAF2	HGNC:26034
335	MLH1	COCA2	HNPCC,FCC2,HNPCC2	mutL homolog 1	MLH1	HGNC:7127
336	CASP8	NA	MCH5,MACH,FLICE,CASP-8	caspase 8	CASP8	HGNC:1509
337	MRTFA	NA	KIAA1438,MAL,MRTF-A,BSAC,MKL	megakaryoblastic leukemia (translocation) 1	MKL1	HGNC:14334
338	KLF6	BCD1,ST12,COPEB	CPBP,GBF,ZF9,PAC1	Kruppel like factor 6	KLF6	HGNC:2235
339	TFAP4	NA	AP-4,BHLHC41	transcription factor AP-4	TFAP4	HGNC:11745
340	RTN4IP1	NA	NIMP	reticulon 4 interacting protein 1	RTN4IP1	HGNC:18647
341	CD248	CD164L1	TEM1	CD248 molecule	CD248	HGNC:18219
342	NFKBIE	NA	IKBE	NFKB inhibitor epsilon	NFKBIE	HGNC:7799
343	CDK11B	CDC2L1	CDK11-P110,CDK11-P58,CDK11-P46	cyclin dependent kinase 11B	CDK11B	HGNC:1729
344	DUSP2	NA	PAC-1	dual specificity phosphatase 2	DUSP2	HGNC:3068
345	SMAP1	NA	FLJ13159,SMAP-1	small ArfGAP 1	SMAP1	HGNC:19651
346	ZFHX3	ATBF1	ZNF927	zinc finger homeobox 3	ZFHX3	HGNC:777
347	SYNE2	NA	SYNE-2,DKFZP434H2235,NESPRIN-2,NUANCE,NUA,KIAA1011,NESP2	spectrin repeat containing nuclear envelope protein 2	SYNE2	HGNC:17084
348	VEGFA	VEGF	VEGF-A,VPF	vascular endothelial growth factor A	VEGFA	HGNC:12680
349	GMFB	NA	GMF	glia maturation factor beta	GMFB	HGNC:4373
350	PMEL	SIL,SILV	D12S53E,SI,PMEL17,GP100	premelanosome protein	PMEL	HGNC:10880
351	ALAD	NA	ALADH,PBGS	aminolevulinate dehydratase	ALAD	HGNC:395
352	SIPA1	NA	SPA1	signal-induced proliferation-associated 1	SIPA1	HGNC:10885
353	GPC3	SDYS	OCI-5,SGBS,SGBS1,SGB,DGSX	glypican 3	GPC3	HGNC:4451
354	RPN1	NA	OST1	ribophorin I	RPN1	HGNC:10381
355	IRF2BP2	NA	IRF-2BP2	interferon regulatory factor 2 binding protein 2	IRF2BP2	HGNC:21729
356	SMAD4	MADH4	DPC4	SMAD family member 4	SMAD4	HGNC:6770
357	TOP2B	NA	NA	DNA topoisomerase II beta	TOP2B	HGNC:11990
358	MED12	TNRC11,FGS1	CAGH45,HOPA,OPA1,TRAP230,KIAA0192,OKS	mediator complex subunit 12	MED12	HGNC:11957
359	EIF4E	EIF4EL1,EIF4F	EIF4E1	eukaryotic translation initiation factor 4E	EIF4E	HGNC:3287
360	IDO1	IDO,INDO	NA	indoleamine 2,3-dioxygenase 1	IDO1	HGNC:6059
361	PPM1E	NA	POPX1,KIAA1072,PP2CH,CAMKP-N	protein phosphatase, Mg2+/Mn2+ dependent 1E	PPM1E	HGNC:19322
362	HIVEP3	NA	KRC,KBP1,KBP-1,SHN3,FLJ16752,KIAA1555,ZAS3,SCHNURRI-3,ZNF40C	human immunodeficiency virus type I enhancer binding protein 3	HIVEP3	HGNC:13561
363	ARHGEF2	NA	LFP40,GEF-H1,KIAA0651,P40	Rho/Rac guanine nucleotide exchange factor 2	ARHGEF2	HGNC:682
364	AKT1	NA	RAC,PKB,PRKBA,AKT	AKT serine/threonine kinase 1	AKT1	HGNC:391
365	NKX2-1	NKX2A,BCH,TITF1	TTF-1,TTF1	NK2 homeobox 1	NKX2-1	HGNC:11825
366	TMPRSS3	DFNB10,DFNB8	NA	transmembrane serine protease 3	TMPRSS3	HGNC:11877
367	PLCH2	PLCL4	KIAA0450,PLCETA2,RP3-395M20.1,PLC-ETA2	phospholipase C eta 2	PLCH2	HGNC:29037
368	MAL	NA	NA	mal, T cell differentiation protein	MAL	HGNC:6817
369	MIR10B	MIRN10B	HSA-MIR-10B	microRNA 10b	MIR10B	HGNC:31498
370	BSPRY	NA	FLJ20150	B-box and SPRY domain containing	BSPRY	HGNC:18232
371	CDK11A	CDC2L3,CDC2L2	PITSLRE,CDK11-P110,CDK11-P58,CDK11-P46,P58GTA	cyclin dependent kinase 11A	CDK11A	HGNC:1730
372	MAPK13	PRKM13	SAPK4,P38DELTA	mitogen-activated protein kinase 13	MAPK13	HGNC:6875
373	ARMCX3	NA	ALEX3,GASP6	armadillo repeat containing X-linked 3	ARMCX3	HGNC:24065
374	SLC38A2	NA	SAT2,ATA2,KIAA1382,SNAT2	solute carrier family 38 member 2	SLC38A2	HGNC:13448
375	CHD5	NA	NA	chromodomain helicase DNA binding protein 5	CHD5	HGNC:16816
376	TCL1A	NA	TCL1	T cell leukemia/lymphoma 1A	TCL1A	HGNC:11648
377	BIN1	AMPHL	SH3P9,AMPH2	bridging integrator 1	BIN1	HGNC:1052
378	TAL2	NA	BHLHA19	TAL bHLH transcription factor 2	TAL2	HGNC:11557
379	GRB2	NA	NCKAP2	growth factor receptor bound protein 2	GRB2	HGNC:4566
380	NACA	NA	NACA1	nascent polypeptide associated complex subunit alpha	NACA	HGNC:7629
381	HSPBAP1	NA	FLJ22623,PASS1	HSPB1 associated protein 1	HSPBAP1	HGNC:16389
382	MAPK3	PRKM3	ERK1,P44MAPK,P44ERK1	mitogen-activated protein kinase 3	MAPK3	HGNC:6877
383	RAD23A	NA	HHR23A,MGC111083	RAD23 homolog A, nucleotide excision repair protein	RAD23A	HGNC:9812
384	ZSCAN22	ZNF50,HKR2	NA	zinc finger and SCAN domain containing 22	ZSCAN22	HGNC:4929
385	EIF3F	EIF3S5	EIF3-EPSILON,EIF3-P47,EIF3F	eukaryotic translation initiation factor 3 subunit F	EIF3F	HGNC:3275
386	MYCN	NMYC	BHLHE37,N-MYC,MYCNOT	MYCN proto-oncogene, bHLH transcription factor	MYCN	HGNC:7559
387	CSF1	NA	M-CSF,MCSF,MGC31930	colony stimulating factor 1	CSF1	HGNC:2432
388	FOXC2	FKHL14	MFH-1	forkhead box C2	FOXC2	HGNC:3801
389	SERPINB5	PI5	MASPIN	serpin family B member 5	SERPINB5	HGNC:8949
390	GAS1	NA	NA	growth arrest specific 1	GAS1	HGNC:4165
391	FGF11	NA	FHF3,FLJ16061,MGC45269,MGC102953	fibroblast growth factor 11	FGF11	HGNC:3667
392	SATB1	NA	NA	SATB homeobox 1	SATB1	HGNC:10541
393	MAPK6	PRKM6	ERK3,P97MAPK,HST17250	mitogen-activated protein kinase 6	MAPK6	HGNC:6879
394	KDM4C	JMJD2C	GASC1,KIAA0780,TDRD14C	lysine demethylase 4C	KDM4C	HGNC:17071
395	NLRC4	CARD12	CLAN1,IPAF,CLANA,CLANB,CLANC,CLAND,CLR2.1,CLAN	NLR family CARD domain containing 4	NLRC4	HGNC:16412
396	WDR77	NA	MEP50,P44	WD repeat domain 77	WDR77	HGNC:29652
397	ABO	NA	A3GALNT,A3GALT1	ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase	ABO	HGNC:79
398	LOXL2	NA	WS9-14,LOR	lysyl oxidase like 2	LOXL2	HGNC:6666
399	GIP	NA	NA	gastric inhibitory polypeptide	GIP	HGNC:4270
400	NUP214	NA	CAIN,CAN,D9S46E,N214	nucleoporin 214	NUP214	HGNC:8064
401	HFE	NA	HLA-H	homeostatic iron regulator	HFE	HGNC:4886
402	STK11	NA	PJS,LKB1	serine/threonine kinase 11	STK11	HGNC:11389
403	VRK1	NA	NA	vaccinia related kinase 1	VRK1	HGNC:12718
404	INPPL1	NA	SHIP2	inositol polyphosphate phosphatase like 1	INPPL1	HGNC:6080
405	ATIC	NA	PURH,AICARFT,IMPCHASE	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase	ATIC	HGNC:794
406	ECT2	NA	ARHGEF31	epithelial cell transforming 2	ECT2	HGNC:3155
407	NNMT	NA	NA	nicotinamide N-methyltransferase	NNMT	HGNC:7861
408	ARAFP2	ARAF2,ARAFPS,ARAF2P	PKS1	ARAF pseudogene 2	NA	HGNC:647
409	MNX1	HLXB9	HB9,HOXHB9,SCRA1	motor neuron and pancreas homeobox 1	MNX1	HGNC:4979
410	L1CAM	HSAS1,SPG1,HSAS,MASA,MIC5,S10	CD171	L1 cell adhesion molecule	L1CAM	HGNC:6470
411	CYP1A1	CYP1	P450DX,P1-450,P450-C,CP11	cytochrome P450 family 1 subfamily A member 1	CYP1A1	HGNC:2595
412	ZMIZ1	RAI17	RP11-519K18.1,KIAA1224,FLJ13541,HZIMP10,ZIMP10,MIZ	zinc finger MIZ-type containing 1	ZMIZ1	HGNC:16493
413	CCR1	SCYAR1,CMKBR1	CKR-1,MIP1AR,CD191	C-C motif chemokine receptor 1	CCR1	HGNC:1602
414	FRYL	KIAA0826	DKFZP686E205,AF4P12,MOR2	FRY like transcription coactivator	FRYL	HGNC:29127
415	ATF5	NA	NA	activating transcription factor 5	ATF5	HGNC:790
416	SOX8	NA	NA	SRY-box 8	SOX8	HGNC:11203
417	PTGS2	NA	COX2	prostaglandin-endoperoxide synthase 2	PTGS2	HGNC:9605
418	CDK16	PCTK1	PCTAIRE,PCTAIRE1,PCTGAIRE,FLJ16665	cyclin dependent kinase 16	CDK16	HGNC:8749
419	RNASET2	NA	RNASE6PL,FLJ10907,BA514O12.3	ribonuclease T2	RNASET2	HGNC:21686
420	LAPTM5	NA	NA	lysosomal protein transmembrane 5	LAPTM5	HGNC:29612
421	ZNF384	TNRC1	CAGH1A,CIZ,NMP4,NP	zinc finger protein 384	ZNF384	HGNC:11955
422	PTCH2	NA	NA	patched 2	PTCH2	HGNC:9586
423	BTK	AGMX1,IMD1	ATK,XLA,PSCTK1	Bruton tyrosine kinase	BTK	HGNC:1133
424	BLM	NA	BS,RECQL3,RECQ2	Bloom syndrome RecQ like helicase	BLM	HGNC:1058
425	CYP2D6	CYP2DL1,CYP2D7P2,CYP2D7BP,CYP2D8P2,CYP2D7AP	CPD6,P450-DB1,CYP2D,P450C2D	cytochrome P450 family 2 subfamily D member 6	CYP2D6	HGNC:2625
426	DNASE1L3	NA	DNAS1L3,LSD	deoxyribonuclease 1 like 3	DNASE1L3	HGNC:2959
427	BHLHE41	BHLHB3	DEC2,SHARP-1,SHARP1,BHLHE41	basic helix-loop-helix family member e41	BHLHE41	HGNC:16617
428	ATF3	NA	NA	activating transcription factor 3	ATF3	HGNC:785
429	RB1CC1	NA	KIAA0203,CC1,DRAGOU14,FIP200,ATG17,PPP1R131	RB1 inducible coiled-coil 1	RB1CC1	HGNC:15574
430	MBD2	NA	NA	methyl-CpG binding domain protein 2	MBD2	HGNC:6917
431	EPS15L1	NA	EPS15R	epidermal growth factor receptor pathway substrate 15 like 1	EPS15L1	HGNC:24634
432	PTGIS	NA	PGIS,CYP8A1	prostaglandin I2 synthase	PTGIS	HGNC:9603
433	ALS2CL	NA	FLJ36525,RN49018,DKFZP686I0110	ALS2 C-terminal like	ALS2CL	HGNC:20605
434	CR2	NA	CD21,C3DR	complement C3d receptor 2	CR2	HGNC:2336
435	TACC1	NA	NA	transforming acidic coiled-coil containing protein 1	TACC1	HGNC:11522
436	GUCY1A2	GUC1A2	GC-SA2	guanylate cyclase 1 soluble subunit alpha 2	GUCY1A2	HGNC:4684
437	EPCAM	M4S1,MIC18,TACSTD1	LY74,TROP1,GA733-2,EGP34,EGP40,EGP-2,KSA,CD326,EP-CAM,HEA125,KS1/4,MK-1,MH99,MOC31,323/A3,17-1A,TACST-1,CO-17A,ESA	epithelial cell adhesion molecule	EPCAM	HGNC:11529
438	CTHRC1	NA	NA	collagen triple helix repeat containing 1	CTHRC1	HGNC:18831
439	SEMA3F	NA	SEMAK,SEMA4	semaphorin 3F	SEMA3F	HGNC:10728
440	SLC26A11	NA	NA	solute carrier family 26 member 11	SLC26A11	HGNC:14471
441	COL19A1	NA	NA	collagen type XIX alpha 1 chain	COL19A1	HGNC:2196
442	SGMS1	TMEM23	MOB,MGC17342,SMS1	sphingomyelin synthase 1	SGMS1	HGNC:29799
443	FAM117A	NA	NA	family with sequence similarity 117 member A	FAM117A	HGNC:24179
444	HERPUD1	NA	KIAA0025,MIF1,HERP,SUP	homocysteine inducible ER protein with ubiquitin like domain 1	HERPUD1	HGNC:13744
445	LACTB	MRPL56	FLJ14902	lactamase beta	LACTB	HGNC:16468
446	SRSF2	SFRS2	SC-35,SC35,PR264,SFRS2A	serine and arginine rich splicing factor 2	SRSF2	HGNC:10783
447	NLRP2	NALP2	FLJ20510,PYPAF2,NBS1,PAN1,CLR19.9	NLR family pyrin domain containing 2	NLRP2	HGNC:22948
448	SNCG	NA	BCSG1,SR,PERSYN	synuclein gamma	SNCG	HGNC:11141
449	SLC39A6	NA	LIV-1	solute carrier family 39 member 6	SLC39A6	HGNC:18607
450	VAV2	NA	NA	vav guanine nucleotide exchange factor 2	VAV2	HGNC:12658
451	CTSL	CTSL1	FLJ31037	cathepsin L	CTSL	HGNC:2537
452	CAMKK2	NA	CAMKK,KIAA0787,CAMKKB,MGC15254	calcium/calmodulin dependent protein kinase kinase 2	CAMKK2	HGNC:1470
453	PSMD2	NA	S2,P97,TRAP2,MGC14274,RPN1	proteasome 26S subunit, non-ATPase 2	PSMD2	HGNC:9559
454	MSN	NA	NA	moesin	MSN	HGNC:7373
455	PEG3	NA	ZKSCAN22,KIAA0287,ZNF904,ZSCAN24	paternally expressed 3	PEG3	HGNC:8826
456	VCL	NA	NA	vinculin	VCL	HGNC:12665
457	CUL1	NA	NA	cullin 1	CUL1	HGNC:2551
458	SYK	NA	NA	spleen associated tyrosine kinase	SYK	HGNC:11491
459	IGF1R	NA	JTK13,CD221,IGFIR,MGC18216,IGFR	insulin like growth factor 1 receptor	IGF1R	HGNC:5465
460	STARD8	NA	KIAA0189,ARHGAP38	StAR related lipid transfer domain containing 8	STARD8	HGNC:19161
461	GREM1	CKTSF1B1,CRAC1	DRM,GREMLIN,DAND2,HMPS	gremlin 1, DAN family BMP antagonist	GREM1	HGNC:2001
462	SHC4	NA	RALP,SHCD	SHC adaptor protein 4	SHC4	HGNC:16743
463	NTRK3	NA	TRKC	neurotrophic receptor tyrosine kinase 3	NTRK3	HGNC:8033
464	FAT1	FAT	CDHF7,CDHR8	FAT atypical cadherin 1	FAT1	HGNC:3595
465	FBXO5	NA	FBX5,FBXO31,EMI1	F-box protein 5	FBXO5	HGNC:13584
466	OMD	NA	OSTEOADHERIN,SLRR2C	osteomodulin	OMD	HGNC:8134
467	RGS19	NA	GAIP,RGSGAIP	regulator of G protein signaling 19	RGS19	HGNC:13735
468	EBF1	EBF	OLF1	early B cell factor 1	EBF1	HGNC:3126
469	RAP2A	RAP2	K-REV	RAP2A, member of RAS oncogene family	RAP2A	HGNC:9861
470	PCED1B	FAM113B	MGC16044	PC-esterase domain containing 1B	PCED1B	HGNC:28255
471	FLI1	NA	SIC-1,EWSR2	Fli-1 proto-oncogene, ETS transcription factor	FLI1	HGNC:3749
472	PTPN7	NA	HEPTP,LC-PTP	protein tyrosine phosphatase, non-receptor type 7	PTPN7	HGNC:9659
473	PGF	PGFL	PLGF,PLGF-2,SHGC-10760,D12S1900,PIGF	placental growth factor	PGF	HGNC:8893
474	NPM1	NA	B23,NPM	nucleophosmin 1	NPM1	HGNC:7910
475	AKR1C3	HSD17B5	KIAA0119,DDX,HAKRB,PGFS	aldo-keto reductase family 1 member C3	AKR1C3	HGNC:386
476	TDGF1P3	TDGF3	TDGF2,CR-3,CRIPTO-3,CRIPTO3	teratocarcinoma-derived growth factor 1 pseudogene 3	TDGF1P3	HGNC:11703
477	AKAP9	NA	KIAA0803,AKAP350,AKAP450,CG-NAP,YOTIAO,HYPERION,PRKA9,MU-RMS-40.16A,PPP1R45,LQT11	A-kinase anchoring protein 9	AKAP9	HGNC:379
478	GABPB1	GABPB2	E4TF1-47,GABPB	GA binding protein transcription factor subunit beta 1	GABPB1	HGNC:4074
479	HOXA11	HOX1I,HOX1	NA	homeobox A11	HOXA11	HGNC:5101
480	RMI2	C16ORF75	MGC24665,BLAP18	RecQ mediated genome instability 2	RMI2	HGNC:28349
481	MKRN3	ZNF127,D15S9	RNF63,ZFP127,MGC88288	makorin ring finger protein 3	MKRN3	HGNC:7114
482	ALOX5	NA	5-LOX	arachidonate 5-lipoxygenase	ALOX5	HGNC:435
483	FGF8	NA	AIGF	fibroblast growth factor 8	FGF8	HGNC:3686
484	PLCB2	NA	FLJ38135	phospholipase C beta 2	PLCB2	HGNC:9055
485	DDX5	HLR1,G17P1	P68	DEAD-box helicase 5	DDX5	HGNC:2746
486	SPA17	NA	SP17,CT22	sperm autoantigenic protein 17	SPA17	HGNC:11210
487	CCNG1	CCNG	NA	cyclin G1	CCNG1	HGNC:1592
488	VTI1A	NA	MVTI1,VTI1A,VTI1-RP2	vesicle transport through interaction with t-SNAREs 1A	VTI1A	HGNC:17792
489	MME	NA	CALLA,CD10,NEP	membrane metalloendopeptidase	MME	HGNC:7154
490	SLC44A4	C6ORF29	NG22,CTL4,FLJ14491,TPPT,DFNA72	solute carrier family 44 member 4	SLC44A4	HGNC:13941
491	FBLN1	NA	FBLN	fibulin 1	FBLN1	HGNC:3600
492	HRAS	HRAS1	NA	HRas proto-oncogene, GTPase	HRAS	HGNC:5173
493	RHOG	ARHG	RHOG,MGC125835,MGC125836	ras homolog family member G	RHOG	HGNC:672
494	SH3GL2	NA	SH3P4,SH3D2A,CNSA2,EEN-B1	SH3 domain containing GRB2 like 2, endophilin A1	SH3GL2	HGNC:10831
495	MYBBP1A	NA	P160,PAP2,FLJ37886,POL5	MYB binding protein 1a	MYBBP1A	HGNC:7546
496	PLAGL1	NA	ZAC,LOT1	PLAG1 like zinc finger 1	PLAGL1	HGNC:9046
497	OLFM4	NA	OLFD,GW112,GC1	olfactomedin 4	OLFM4	HGNC:17190
498	ROS1	NA	MCF3,ROS,C-ROS-1	ROS proto-oncogene 1, receptor tyrosine kinase	ROS1	HGNC:10261
499	ASNS	NA	NA	asparagine synthetase (glutamine-hydrolyzing)	ASNS	HGNC:753
500	CNTRL	CEP1,CEP110	NA	centriolin	CNTRL	HGNC:1858
501	ERVW-1	ERVWE1	HERV-W,HERV-W-ENV,HERVW,HERV-7Q,ENVW	endogenous retrovirus group W member 1, envelope	ERVW-1	HGNC:13525
502	IGH	IGHDY1,IGH@	NA	immunoglobulin heavy locus	NA	HGNC:5477
503	ABCA1	ABC1,HDLDT1	TGD	ATP binding cassette subfamily A member 1	ABCA1	HGNC:29
504	NME3	NA	DR-NM23,NM23-H3,NDPKC	NME/NM23 nucleoside diphosphate kinase 3	NME3	HGNC:7851
505	FGF9	NA	NA	fibroblast growth factor 9	FGF9	HGNC:3687
506	POU6F2	NA	RPF-1	POU class 6 homeobox 2	POU6F2	HGNC:21694
507	CXCL1	MGSA,GRO1,FSP	SCYB1,GROA,MGSA-A,NAP-3	C-X-C motif chemokine ligand 1	CXCL1	HGNC:4602
508	GNAQ	NA	G-ALPHA-Q,GAQ	G protein subunit alpha q	GNAQ	HGNC:4390
509	BAK1	CDN1	BCL2L7,BAK	BCL2 antagonist/killer 1	BAK1	HGNC:949
510	BORCS8-MEF2B	MEF2BNB-MEF2B	NA	BORCS8-MEF2B readthrough	BORCS8-MEF2B	HGNC:39979
511	MRVI1	NA	JAW1L,IRAG	murine retrovirus integration site 1 homolog	MRVI1	HGNC:7237
512	UHRF2	NA	RNF107,NIRF,URF2,MGC33463,TDRD23	ubiquitin like with PHD and ring finger domains 2	UHRF2	HGNC:12557
513	TP53INP1	NA	DKFZP434M1317,FLJ22139,P53DINP1,SIP,TP53INP1A,TP53INP1B,TEAP	tumor protein p53 inducible nuclear protein 1	TP53INP1	HGNC:18022
514	ELAC2	NA	FLJ10530,HPC2	elaC ribonuclease Z 2	ELAC2	HGNC:14198
515	H3F3A	H3F3	H3.3A	H3 histone family member 3A	H3F3A	HGNC:4764
